season,date,survey_id,creel_area,count_time,total_gear_count,boat_trailer_count,vehicle_count,boats_entering_marina,buoy_count,crabber_count,jetty_people_count,notes
2024-25,9/27/2024,S5072,Westport Docks Float 20,11:13:00,18,0,0,0,0,0,0,
2024-25,9/27/2024,S5069,Tokeland Boat Launch,10:06:00,4,0,0,0,0,0,0,End of BL
2024-25,9/27/2024,S5069,Tokeland Marina Docks,11:03:00,7,0,0,0,0,0,0,
2024-25,9/27/2024,S5066,Chinook Boat Launch and Marina,9:00:00,0,10,8,0,0,0,0,10 trailers 
2024-25,9/27/2024,S5066,Ilwaco Boat Launch,9:12:00,0,6,0,0,0,0,0,6 trailers 
2024-25,9/27/2024,S5066,Cape Disappointment State Park Boat Launch ,9:43:00,0,6,0,0,0,0,0,
2024-25,9/27/2024,S5066,Cape Disappointment State Park North Jetty,10:40:00,0,0,0,0,0,9,28,
2024-25,9/27/2024,S5063,Westport Boat Launch,10:58:00,0,5,0,0,0,0,0,
2024-25,9/27/2024,S5063,Westport Docks Float 17-21,10:45:00,16,0,0,0,0,0,0,
2024-25,9/28/2024,S5081,Westport Boat Launch,10:02:00,0,12,0,0,0,0,0,
2024-25,9/28/2024,S5081,Westport Docks Float 17-21,11:14:00,7,0,0,0,0,0,0,
2024-25,9/28/2024,S5078,Westport Docks Float 20,13:04:00,72,0,0,0,0,0,0,
2024-25,9/28/2024,S5075,Tokeland Boat Launch,10:42:00,0,5,0,0,0,0,0,
2024-25,9/28/2024,S5075,Tokeland Marina Docks,12:31:00,16,0,0,0,0,0,0,
2024-25,10/1/2024,S5093,Tokeland Boat Launch,10:00:00,0,0,0,0,0,0,0,
2024-25,10/1/2024,S5093,Tokeland Marina Docks,15:01:00,3,0,0,0,0,0,0,
2024-25,10/1/2024,S5090,Westport Docks Float 20,11:07:00,30,0,0,0,0,0,0,
2024-25,10/1/2024,S5087,Westport Boat Launch,9:52:00,0,7,0,0,0,0,0,
2024-25,10/1/2024,S5087,Westport Docks Float 17-21,10:05:00,0,0,0,0,0,0,0,
2024-25,10/1/2024,S5084,Cape Disappointment State Park Boat Launch ,9:43:00,0,4,0,0,0,0,0,
2024-25,10/1/2024,S5084,Cape Disappointment State Park North Jetty,9:33:00,0,0,0,0,0,2,3,
2024-25,10/1/2024,S5084,Chinook Boat Launch and Marina,10:01:00,0,11,0,0,0,0,0,
2024-25,10/1/2024,S5084,Ilwaco Boat Launch,10:15:00,0,9,6,0,0,0,0,9 trailers. Creeled 1015-1420
2024-25,10/3/2024,S5105,Tokeland Boat Launch,7:51:00,0,0,0,0,0,0,0,No boat launched today
2024-25,10/3/2024,S5105,Tokeland Marina Docks,13:00:00,17,0,0,0,0,0,0,"whole day effort 39 gears, 27 crabbers"
2024-25,10/3/2024,S5102,Chinook Boat Launch and Marina,9:00:00,0,1,3,0,0,0,0,1 trailer 
2024-25,10/3/2024,S5102,Ilwaco Boat Launch,9:12:00,0,4,1,0,0,0,0,4 trailers 
2024-25,10/3/2024,S5102,Cape Disappointment State Park Boat Launch ,9:26:00,0,4,0,0,0,0,0,
2024-25,10/3/2024,S5102,Cape Disappointment State Park North Jetty,11:00:00,0,0,0,0,0,13,25,Creeled 0930-1715.
2024-25,10/3/2024,S5099,Westport Boat Launch,13:52:00,0,4,0,0,0,0,0,@946 two boats for effort 
2024-25,10/3/2024,S5099,Westport Docks Float 17-21,14:09:00,12,0,0,0,0,0,0,@1055 zero effort  @1147 six piece of gear.
2024-25,10/3/2024,S5096,Westport Docks Float 20,12:08:00,33,0,0,0,0,0,0,
2024-25,10/4/2024,S5117,Chinook Boat Launch and Marina,9:03:00,0,0,2,0,0,0,0,No trailers 
2024-25,10/4/2024,S5117,Ilwaco Boat Launch,9:17:00,0,1,0,0,0,0,0,
2024-25,10/4/2024,S5117,Cape Disappointment State Park North Jetty,9:50:00,0,0,0,0,0,11,12,
2024-25,10/4/2024,S5117,Cape Disappointment State Park Boat Launch ,14:16:00,0,5,0,0,0,0,0,Creeled 0955-1115 & 1200-1715. 1 trailer left.
2024-25,10/4/2024,S5114,Westport Boat Launch,14:53:00,0,5,0,0,0,0,0,"3 known crabbers, one finfish only, one boat unknown"
2024-25,10/4/2024,S5114,Westport Docks Float 17-21,13:17:00,3,0,0,0,0,0,0,
2024-25,10/4/2024,S5111,Tokeland Boat Launch,13:12:00,0,2,0,0,0,0,0,1009 zero effort 
2024-25,10/4/2024,S5111,Tokeland Marina Docks,11:23:00,21,0,0,0,0,0,0,
2024-25,10/4/2024,S5108,Westport Docks Float 20,13:07:00,26,0,0,0,0,0,0,
2024-25,10/5/2024,S5129,Tokeland Boat Launch,9:38:00,0,4,0,0,0,0,0,"Of the 4 boats I saw leave, 3 had visible crab gear"
2024-25,10/5/2024,S5129,Tokeland Marina Docks,11:50:00,27,0,0,0,0,0,0,
2024-25,10/5/2024,S5126,Westport Boat Launch,13:46:00,0,12,0,0,0,0,0,
2024-25,10/5/2024,S5126,Westport Docks Float 17-21,12:43:00,26,0,0,0,0,0,0,
2024-25,10/5/2024,S5123,Westport Docks Float 20,11:12:00,46,0,0,0,0,0,0,
2024-25,10/5/2024,S5120,Chinook Boat Launch and Marina,9:05:00,0,11,6,0,0,0,0,11 trailers 
2024-25,10/5/2024,S5120,Ilwaco Boat Launch,11:25:00,0,20,7,0,0,0,0,20 trailers 
2024-25,10/5/2024,S5120,Cape Disappointment State Park Boat Launch ,11:00:00,0,24,0,0,0,0,0,
2024-25,10/5/2024,S5120,Cape Disappointment State Park North Jetty,11:14:00,0,0,0,0,0,35,47,0940-1115 & 1300-1630.
2024-25,10/6/2024,S5132,Chinook Boat Launch and Marina,9:02:00,0,3,2,0,0,0,0,3 trailers 
2024-25,10/6/2024,S5132,Ilwaco Boat Launch,9:33:00,0,14,8,0,0,0,0,14 trailers 
2024-25,10/6/2024,S5132,Cape Disappointment State Park Boat Launch ,11:57:00,0,13,0,0,0,0,0,
2024-25,10/6/2024,S5132,Cape Disappointment State Park North Jetty,11:22:00,0,0,0,0,0,30,40,0945-1125 & 1200-1600.
2024-25,10/8/2024,S5144,Tokeland Boat Launch,11:30:00,0,2,0,0,0,0,0,
2024-25,10/8/2024,S5144,Tokeland Marina Docks,10:00:00,0,0,0,0,0,0,0,
2024-25,10/8/2024,S5141,Westport Boat Launch,10:00:00,0,0,0,0,0,0,0,
2024-25,10/8/2024,S5141,Westport Docks Float 17-21,14:02:00,4,0,0,0,0,0,0,1009 effort zero 
2024-25,10/8/2024,S5138,Cape Disappointment State Park Boat Launch ,9:11:00,0,1,0,0,0,0,0,
2024-25,10/8/2024,S5138,Chinook Boat Launch and Marina,9:38:00,0,1,0,0,0,0,0,1 trailer 
2024-25,10/8/2024,S5138,Ilwaco Boat Launch,10:40:00,0,4,1,0,0,0,0,4 trailers . 1000-1555.
2024-25,10/8/2024,S5138,Cape Disappointment State Park North Jetty,16:05:00,0,0,0,0,0,0,2,
2024-25,10/8/2024,S5135,Westport Docks Float 20,14:00:00,26,0,0,0,0,0,0,
2024-25,10/9/2024,S5156,Chinook Boat Launch and Marina,9:30:00,0,1,3,0,0,0,0,1 trailer 
2024-25,10/9/2024,S5156,Ilwaco Boat Launch,13:16:00,0,5,2,0,0,0,0,5 trailers (Creeled while waiting for Coho Charters 1316-1400)
2024-25,10/9/2024,S5156,Cape Disappointment State Park Boat Launch ,10:13:00,0,6,0,0,0,0,0,
2024-25,10/9/2024,S5156,Cape Disappointment State Park North Jetty,13:00:00,0,0,0,0,0,7,11,1020-1300 & 1440-1645. I definitely missed at least one group of 3 crabbers when at Coho Charters. They started at 1300.
2024-25,10/9/2024,S5153,Westport Boat Launch,12:16:00,0,3,0,0,0,0,0,
2024-25,10/9/2024,S5153,Westport Docks Float 17-21,13:51:00,7,0,0,0,0,0,0,
2024-25,10/9/2024,S5150,Tokeland Boat Launch,11:12:00,0,2,0,0,0,0,0,
2024-25,10/9/2024,S5150,Tokeland Marina Docks,11:09:00,13,0,0,0,0,0,0,
2024-25,10/9/2024,S5147,Westport Docks Float 20,13:38:00,22,0,0,0,0,0,0,
2024-25,10/11/2024,S5165,Chinook Boat Launch and Marina,8:04:00,0,7,1,0,0,0,0,7 trailers 
2024-25,10/11/2024,S5165,Ilwaco Boat Launch,8:15:00,0,9,3,0,0,0,0,9 trailers 
2024-25,10/11/2024,S5165,Cape Disappointment State Park North Jetty,8:33:00,0,0,8,0,0,7,8,8 cars
2024-25,10/11/2024,S5165,Cape Disappointment State Park Boat Launch ,9:00:00,2,8,0,0,0,0,0,0900-1500.
2024-25,10/11/2024,S5162,Tokeland Boat Launch,8:48:00,0,0,0,0,0,0,0,
2024-25,10/11/2024,S5162,Tokeland Marina Docks,11:00:00,13,0,0,0,0,0,0,
2024-25,10/11/2024,S5159,Westport Docks Float 20,10:43:00,14,0,0,0,0,0,0,
2024-25,10/11/2024,S5159,Westport Boat Launch,13:11:00,0,3,0,0,0,0,0,
2024-25,10/11/2024,S5159,Westport Docks Float 17-21,13:18:00,0,0,0,0,0,0,0,
2024-25,10/12/2024,S5171,Tokeland Boat Launch,9:31:00,0,2,0,0,0,0,0,3 boats crabbing
2024-25,10/12/2024,S5171,Tokeland Marina Docks,10:09:00,27,0,0,0,0,0,0,
2024-25,10/12/2024,S5171,Tokeland Mud Flats,15:28:00,0,0,0,0,0,0,0, 3 crabbing with rakes at 1500 out behind the RV park.
2024-25,10/12/2024,S5168,Westport Boat Launch,9:23:00,0,9,0,0,0,0,0,2 boats crabbing
2024-25,10/12/2024,S5168,Westport Docks Float 17-21,9:39:00,15,0,0,0,0,0,0,
2024-25,10/12/2024,S5168,Westport Docks Float 20,10:10:00,47,0,0,0,0,0,0,
2024-25,10/13/2024,S5174,Westport Boat Launch,11:21:00,0,7,0,0,0,0,0,"OSP said an Additional boat was crabbing, 2 boats crabbing"
2024-25,10/13/2024,S5174,Westport Docks Float 17-21,13:05:00,4,0,0,0,0,0,0,
2024-25,10/13/2024,S5174,Westport Docks Float 20,12:41:00,60,0,0,0,0,0,0,
2024-25,10/15/2024,S5186,Westport Boat Launch,13:53:00,0,2,0,0,0,0,0,
2024-25,10/15/2024,S5186,Westport Docks Float 17-21,14:49:00,1,0,0,0,0,0,0,
2024-25,10/15/2024,S5183,Westport Docks Float 20,11:25:00,26,0,0,0,0,0,0,
2024-25,10/15/2024,S5180,Tokeland Boat Launch,10:30:00,0,0,0,0,0,0,0,
2024-25,10/15/2024,S5180,Tokeland Marina Docks,10:30:00,18,0,0,0,0,0,0,
2024-25,10/15/2024,S5177,Ilwaco Boat Launch,9:10:00,0,7,1,0,0,0,0,7 trailers 
2024-25,10/15/2024,S5177,Chinook Boat Launch and Marina,9:27:00,0,3,0,0,0,0,0,3 trailers 
2024-25,10/15/2024,S5177,Cape Disappointment State Park Boat Launch ,9:45:00,0,1,0,0,0,0,0,
2024-25,10/15/2024,S5177,Cape Disappointment State Park North Jetty,12:22:00,0,0,0,0,0,12,15,Creeled 0950-1620.
2024-25,10/16/2024,S5198,Westport Docks Float 20,11:09:00,31,0,0,0,0,0,0,
2024-25,10/16/2024,S5195,Chinook Boat Launch and Marina,9:02:00,0,2,2,0,0,0,0,2 trailers 
2024-25,10/16/2024,S5195,Cape Disappointment State Park Boat Launch ,9:26:00,0,0,0,0,0,0,0,
2024-25,10/16/2024,S5195,Cape Disappointment State Park North Jetty,9:39:00,0,0,0,0,0,7,7,
2024-25,10/16/2024,S5195,Ilwaco Boat Launch,10:25:00,0,6,0,0,0,0,0,1000-1630. One trailer left at 1630(jet skis).
2024-25,10/16/2024,S5192,Tokeland Boat Launch,12:18:00,0,0,0,0,0,0,0,
2024-25,10/16/2024,S5192,Tokeland Marina Docks,11:52:00,17,0,0,0,0,0,0,
2024-25,10/16/2024,S5189,Westport Boat Launch,11:05:00,0,2,0,0,0,0,0,
2024-25,10/16/2024,S5189,Westport Docks Float 17-21,11:10:00,6,0,0,0,0,0,0,
2024-25,10/17/2024,S5210,Westport Boat Launch,12:58:00,0,2,0,0,0,0,0,
2024-25,10/17/2024,S5210,Westport Docks Float 17-21,13:19:00,8,0,0,0,0,0,0,
2024-25,10/17/2024,S5207,Westport Docks Float 20,12:27:00,35,0,0,0,0,0,0,
2024-25,10/17/2024,S5204,Tokeland Boat Launch,10:03:00,0,0,0,0,0,0,0,
2024-25,10/17/2024,S5204,Tokeland Marina Docks,10:14:00,15,0,0,0,0,0,0,
2024-25,10/17/2024,S5201,Ilwaco Boat Launch,12:27:00,0,5,0,0,0,0,0,5 trailers one for a Jetski
2024-25,10/17/2024,S5201,Cape Disappointment State Park Boat Launch ,12:35:00,0,2,0,0,0,0,0,
2024-25,10/17/2024,S5201,Chinook Boat Launch and Marina,9:57:00,0,1,0,0,0,0,0,Creeled 0930-1210 & 1300-1630.
2024-25,10/17/2024,S5201,Cape Disappointment State Park North Jetty,12:39:00,0,0,11,0,0,12,14,
2024-25,10/18/2024,S5222,Tokeland Boat Launch,11:13:00,0,1,0,0,0,0,0,
2024-25,10/18/2024,S5222,Tokeland Marina Docks,10:16:00,16,0,0,0,0,0,0,
2024-25,10/18/2024,S5219,Chinook Boat Launch and Marina,9:03:00,0,1,0,0,0,0,0,Same trailer as yesterday-so most likely crabbing.
2024-25,10/18/2024,S5219,Ilwaco Boat Launch,13:30:00,0,2,0,0,0,0,0,2 trailers 
2024-25,10/18/2024,S5219,Cape Disappointment State Park Boat Launch ,12:34:00,1,1,0,0,0,1,0,Creeled 0930-1300.
2024-25,10/18/2024,S5219,Cape Disappointment State Park North Jetty,13:05:00,0,0,8,0,0,0,0,Too windy and rainy to climb up top. Creeled 1400-1630. 1 crabber left in 1 car who started at 1615.
2024-25,10/18/2024,S5216,Westport Docks Float 20,10:37:00,27,0,0,0,0,0,0,
2024-25,10/18/2024,S5213,Westport Boat Launch,9:55:00,0,1,0,0,0,0,0,
2024-25,10/18/2024,S5213,Westport Docks Float 17-21,13:17:00,12,0,0,0,0,0,0,
2024-25,10/19/2024,S5234,Cape Disappointment State Park North Jetty,12:19:00,0,0,31,0,0,48,48,Plus 5 walkers included in that car count (3 cars)
2024-25,10/19/2024,S5231,Tokeland Boat Launch,10:29:00,0,1,0,0,0,0,0,
2024-25,10/19/2024,S5231,Tokeland Marina Docks,11:28:00,24,0,0,0,0,0,0,
2024-25,10/19/2024,S5228,Westport Boat Launch,9:55:00,0,0,0,0,0,0,0,
2024-25,10/19/2024,S5228,Westport Docks Float 17-21,11:13:00,6,0,0,0,0,0,0,
2024-25,10/19/2024,S5225,Westport Docks Float 20,13:01:00,56,0,0,0,0,0,0,
2024-25,10/20/2024,S5246,Chinook Boat Launch and Marina,9:05:00,0,0,0,0,0,0,0,
2024-25,10/20/2024,S5246,Ilwaco Boat Launch,9:19:00,0,1,0,0,0,0,0,1 trailer 
2024-25,10/20/2024,S5246,Cape Disappointment State Park Boat Launch ,9:28:00,11,2,0,0,0,1,0,Creeled 1005-
2024-25,10/20/2024,S5246,Cape Disappointment State Park North Jetty,9:43:00,0,0,15,0,0,16,21,Very windy. Climbed up early before the rain started.
2024-25,10/21/2024,S5243,Tokeland Boat Launch,12:56:00,0,0,0,0,0,0,0,
2024-25,10/21/2024,S5243,Tokeland Marina Docks,13:50:00,8,0,0,0,0,0,0,
2024-25,10/21/2024,S5240,Westport Docks Float 20,13:52:00,29,0,0,0,0,0,0,1 derelict out of total 
2024-25,10/21/2024,S5240,Westport Boat Launch,10:57:00,0,1,0,0,0,0,0,
2024-25,10/22/2024,S5258,Tokeland Boat Launch,11:14:00,0,2,0,0,0,0,0,
2024-25,10/22/2024,S5258,Tokeland Marina Docks,10:07:00,6,0,0,0,0,0,0,
2024-25,10/22/2024,S5255,Westport Docks Float 20,10:39:00,25,0,0,0,0,0,0,
2024-25,10/22/2024,S5252,Westport Boat Launch,9:53:00,0,0,0,0,0,0,0,
2024-25,10/22/2024,S5252,Westport Docks Float 17-21,10:02:00,0,0,0,0,0,0,0,
2024-25,10/22/2024,S5249,Cape Disappointment State Park Boat Launch ,12:24:00,2,7,0,0,0,6,0,
2024-25,10/22/2024,S5249,Ilwaco Boat Launch,11:44:00,0,8,0,0,0,0,0,8 trailers 
2024-25,10/22/2024,S5249,Chinook Boat Launch and Marina,9:32:00,0,0,4,0,0,0,0,"0 trailers, 3/4 were for Remembrance, 1 for a rec boat out of marina. Creeled 0932-1132 & 1240-1615."
2024-25,10/22/2024,S5249,Cape Disappointment State Park North Jetty,12:05:00,0,0,16,0,0,21,22,
2024-25,10/23/2024,S5270,Tokeland Boat Launch,10:21:00,0,0,0,0,0,0,0,
2024-25,10/23/2024,S5270,Tokeland Marina Docks,13:26:00,22,0,0,0,0,0,0,
2024-25,10/23/2024,S5267,Westport Boat Launch,9:45:00,0,0,0,0,0,0,0,
2024-25,10/23/2024,S5267,Westport Docks Float 17-21,13:11:00,0,0,0,0,0,0,0,
2024-25,10/23/2024,S5264,Chinook Boat Launch and Marina,9:03:00,0,2,2,0,0,0,0,2 trailers. Other 2 probably for The Remembrance.
2024-25,10/23/2024,S5264,Ilwaco Boat Launch,9:18:00,0,2,0,0,0,0,0,2 trailers 
2024-25,10/23/2024,S5264,Cape Disappointment State Park Boat Launch ,9:28:00,0,6,0,0,0,0,0,
2024-25,10/23/2024,S5264,Cape Disappointment State Park North Jetty,13:27:00,0,0,20,0,0,23,31,Creeled 0935-1630. Many crabbers still out went I left.
2024-25,10/23/2024,S5261,Westport Docks Float 20,13:37:00,35,0,0,0,0,0,0,
2024-25,10/24/2024,S5282,Westport Boat Launch,12:13:00,0,2,0,0,0,0,0,"One of the trailers is larger, so not sure if a large rec boat or a commercial. They didn’t come back while I was sampling."
2024-25,10/24/2024,S5282,Westport Docks Float 17-21,12:13:00,0,0,0,0,0,0,0,
2024-25,10/24/2024,S5279,Tokeland Boat Launch,14:18:00,0,1,0,0,0,0,0,
2024-25,10/24/2024,S5279,Tokeland Marina Docks,13:38:00,17,0,0,0,0,0,0,8 pieces of gear @1009
2024-25,10/24/2024,S5276,Westport Docks Float 20,12:13:00,24,0,0,0,0,0,0,
2024-25,10/24/2024,S5273,Chinook Boat Launch and Marina,9:03:00,0,1,1,0,0,0,0,1 trailer 
2024-25,10/24/2024,S5273,Cape Disappointment State Park Boat Launch ,9:20:00,0,3,0,0,0,0,0,
2024-25,10/24/2024,S5273,Cape Disappointment State Park North Jetty,9:24:00,0,0,8,0,0,15,16,
2024-25,10/24/2024,S5273,Ilwaco Boat Launch,12:34:00,0,8,3,0,0,0,0,8 trailers 1000-1630. 5 boats left when I left.
2024-25,10/25/2024,S5291,Westport Docks Float 20,11:19:00,10,0,0,0,0,0,0,
2024-25,10/25/2024,S5291,Westport Boat Launch,11:27:00,0,0,0,0,0,0,0,
2024-25,10/25/2024,S5291,Westport Docks Float 17-21,12:00:00,0,0,0,0,0,0,0,
2024-25,10/25/2024,S5288,Tokeland Marina Docks,11:38:00,6,0,0,0,0,0,0,
