"event_date","day_type","day_length","population","subseason","pe_crabber_hours","pe_cpue","pe_catch","bss_effort_median","bss_effort_lo95","bss_effort_hi95","bss_catch_median","bss_catch_lo95","bss_catch_hi95","combined_effort","combined_catch","method"
2024-09-22,"weekend",13.2,"shore","ring_net_only",NA,NA,NA,481,347.7,745.2,279,187,439,481,279,"BSS"
2024-09-23,"weekday",13.1,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-09-23,"weekday",13.1,"shore","ring_net_only",NA,NA,NA,298.3,220.3,443,173,116,261,298.3,173,"BSS"
2024-09-24,"weekday",13.1,"private_boat","ring_net_only",31,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,"PE"
2024-09-24,"weekday",13.1,"shore","ring_net_only",495.6,0.4,219.7,297,219.4,441.1,172,117,260,297,172,"BSS"
2024-09-25,"weekday",13,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-09-25,"weekday",13,"shore","ring_net_only",128.3,0.9,110.5,295.7,218.4,439.2,170,116,260,295.7,170,"BSS"
2024-09-26,"weekday",13,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-09-26,"weekday",13,"shore","ring_net_only",NA,NA,NA,294.4,217.5,437.3,170,116,260,294.4,170,"BSS"
2024-09-27,"weekend",12.9,"private_boat","ring_net_only",51.1,0,0,NA,NA,NA,NA,NA,NA,51.1,0,"PE"
2024-09-27,"weekend",12.9,"shore","ring_net_only",332.7,0.4,148.2,470.8,340.3,729.4,275,186,428,470.8,275,"BSS"
2024-09-28,"weekend",12.8,"private_boat","ring_net_only",122,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,"PE"
2024-09-28,"weekend",12.8,"shore","ring_net_only",769.6,0.4,322.2,468.7,338.8,726.2,273,186,423,468.7,273,"BSS"
2024-09-29,"weekend",12.8,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-09-29,"weekend",12.8,"shore","ring_net_only",NA,NA,NA,466.7,337.4,723.1,272,184,426,466.7,272,"BSS"
2024-09-30,"weekday",12.7,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-09-30,"weekday",12.7,"shore","ring_net_only",NA,NA,NA,289.4,213.8,429.8,168,113,256,289.4,168,"BSS"
2024-10-01,"weekday",12.7,"private_boat","ring_net_only",70.3,NA,NA,NA,NA,NA,NA,NA,NA,70.3,NA,"PE"
2024-10-01,"weekday",12.7,"shore","ring_net_only",288.5,0.5,133.1,263.1,208.9,345.4,147,108,201,263.1,147,"BSS"
2024-10-02,"weekday",12.6,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-02,"weekday",12.6,"shore","ring_net_only",NA,NA,NA,262,208,343.9,146,106,200,262,146,"BSS"
2024-10-03,"weekday",12.6,"private_boat","ring_net_only",39.8,1,39.8,NA,NA,NA,NA,NA,NA,39.8,39.8,"PE"
2024-10-03,"weekday",12.6,"shore","ring_net_only",429,0.5,212.6,260.9,207.1,342.4,146,107,199,260.9,146,"BSS"
2024-10-04,"weekend",12.5,"private_boat","ring_net_only",49.5,NA,NA,NA,NA,NA,NA,NA,NA,49.5,NA,"PE"
2024-10-04,"weekend",12.5,"shore","ring_net_only",275.2,0.4,115,417.2,327.8,575.1,234,173,331,417.2,234,"BSS"
2024-10-05,"weekend",12.5,"private_boat","ring_net_only",118.4,0.8,88.8,NA,NA,NA,NA,NA,NA,118.4,88.8,"PE"
2024-10-05,"weekend",12.5,"shore","ring_net_only",680.4,0.4,245.6,415.4,326.4,572.6,233,174,329,415.4,233,"BSS"
2024-10-06,"weekend",12.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-06,"weekend",12.4,"shore","ring_net_only",NA,NA,NA,413.6,324.9,570.1,233,171,326,413.6,233,"BSS"
2024-10-07,"weekday",12.3,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-07,"weekday",12.3,"shore","ring_net_only",NA,NA,NA,256.3,203.5,336.5,144,105,197,256.3,144,"BSS"
2024-10-08,"weekday",12.3,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-10-08,"weekday",12.3,"shore","ring_net_only",279.8,0.7,189.1,255.2,202.6,335,142,104,195,255.2,142,"BSS"
2024-10-09,"weekday",12.2,"private_boat","ring_net_only",29.1,NA,NA,NA,NA,NA,NA,NA,NA,29.1,NA,"PE"
2024-10-09,"weekday",12.2,"shore","ring_net_only",269.3,0.8,209.6,254.1,201.7,333.5,141.5,104,195,254.1,141.5,"BSS"
2024-10-10,"weekday",12.2,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-10,"weekday",12.2,"shore","ring_net_only",NA,NA,NA,253,200.9,332,142,104,194,253,142,"BSS"
2024-10-11,"weekend",12.1,"private_boat","ring_net_only",28.8,1.7,49.4,NA,NA,NA,NA,NA,NA,28.8,49.4,"PE"
2024-10-11,"weekend",12.1,"shore","ring_net_only",128.9,0.7,92.3,404.6,317.9,557.7,227,169,317,404.6,227,"BSS"
2024-10-12,"weekend",12.1,"private_boat","ring_net_only",86.1,0,0,NA,NA,NA,NA,NA,NA,86.1,0,"PE"
2024-10-12,"weekend",12.1,"shore","ring_net_only",568.1,0.3,177.1,402.8,316.5,555.3,226,167,319,402.8,226,"BSS"
2024-10-13,"weekend",12,"private_boat","ring_net_only",66.7,1.1,71.1,NA,NA,NA,NA,NA,NA,66.7,71.1,"PE"
2024-10-13,"weekend",12,"shore","ring_net_only",583.9,0.4,222.8,401,315.1,552.8,225,167,318,401,225,"BSS"
2024-10-14,"weekday",12,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-14,"weekday",12,"shore","ring_net_only",NA,NA,NA,248.6,197.4,326.2,139,101,192,248.6,139,"BSS"
2024-10-15,"weekday",11.9,"private_boat","ring_net_only",18.9,NA,NA,NA,NA,NA,NA,NA,NA,18.9,NA,"PE"
2024-10-15,"weekday",11.9,"shore","ring_net_only",244.2,0.6,149.5,247.5,196.5,324.8,138,101,189,247.5,138,"BSS"
2024-10-16,"weekday",11.9,"private_boat","ring_net_only",18.8,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,"PE"
2024-10-16,"weekday",11.9,"shore","ring_net_only",333.1,0.7,227.7,246.4,195.6,323.4,138,101,187,246.4,138,"BSS"
2024-10-17,"weekday",11.8,"private_boat","ring_net_only",18.7,0.8,15.3,NA,NA,NA,NA,NA,NA,18.7,15.3,"PE"
2024-10-17,"weekday",11.8,"shore","ring_net_only",385.4,0.5,202.2,245.3,194.8,322,137,100,189,245.3,137,"BSS"
2024-10-18,"weekend",11.8,"private_boat","ring_net_only",9.3,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,"PE"
2024-10-18,"weekend",11.8,"shore","ring_net_only",348,0.4,130.7,392.3,308.2,540.8,220,162,313,392.3,220,"BSS"
2024-10-19,"weekend",11.7,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-10-19,"weekend",11.7,"shore","ring_net_only",550.9,0.4,196,390.6,306.9,538.4,219,163,308,390.6,219,"BSS"
2024-10-20,"weekend",11.7,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-20,"weekend",11.7,"shore","ring_net_only",NA,NA,NA,388.9,305.5,536,218,160,310,388.9,218,"BSS"
2024-10-21,"weekday",11.6,"private_boat","ring_net_only",9.2,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,"PE"
2024-10-21,"weekday",11.6,"shore","ring_net_only",255.4,0.4,90.6,241,191.4,316.3,136,97,184,241,136,"BSS"
2024-10-22,"weekday",11.6,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-10-22,"weekday",11.6,"shore","ring_net_only",219.2,0.4,93.2,239.9,190.5,314.9,134,97,185,239.9,134,"BSS"
2024-10-23,"weekday",11.5,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-10-23,"weekday",11.5,"shore","ring_net_only",305.5,0.7,204.6,238.9,189.7,313.6,133,98,182,238.9,133,"BSS"
2024-10-24,"weekday",11.5,"private_boat","ring_net_only",18.1,3,54.4,NA,NA,NA,NA,NA,NA,18.1,54.4,"PE"
2024-10-24,"weekday",11.5,"shore","ring_net_only",208.6,0.5,104.6,237.9,188.9,312.2,133,96,183,237.9,133,"BSS"
2024-10-25,"weekend",11.4,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-10-25,"weekend",11.4,"shore","ring_net_only",86.5,0.9,81.5,380.4,298.9,524.4,213,159,298,380.4,213,"BSS"
2024-10-26,"weekend",11.4,"private_boat","ring_net_only",9,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,"PE"
2024-10-26,"weekend",11.4,"shore","ring_net_only",310.2,0.5,140.4,378.8,297.6,522.1,212,156,301,378.8,212,"BSS"
2024-10-27,"weekend",11.3,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-27,"weekend",11.3,"shore","ring_net_only",154.4,0.4,69.2,377.2,296.3,519.9,212,155,300,377.2,212,"BSS"
2024-10-28,"weekday",11.3,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-28,"weekday",11.3,"shore","ring_net_only",NA,NA,NA,233.8,185.6,306.8,130,96,179,233.8,130,"BSS"
2024-10-29,"weekday",11.2,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-29,"weekday",11.2,"shore","ring_net_only",NA,NA,NA,232.8,184.8,305.5,130,94,178,232.8,130,"BSS"
2024-10-30,"weekday",11.2,"private_boat","ring_net_only",8.8,2.4,21.2,NA,NA,NA,NA,NA,NA,8.8,21.2,"PE"
2024-10-30,"weekday",11.2,"shore","ring_net_only",152.4,0.9,137.7,231.8,184,304.2,130,93,178,231.8,130,"BSS"
2024-10-31,"weekday",11.1,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-31,"weekday",11.1,"shore","ring_net_only",101.2,0.7,67.5,230.8,183.2,302.9,129,94,178,230.8,129,"BSS"
2024-11-01,"weekend",11.1,"private_boat","ring_net_only",17.5,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,"PE"
2024-11-01,"weekend",11.1,"shore","ring_net_only",277.1,0.6,162.2,362.3,267.4,472.2,216,149,293,362.3,216,"BSS"
2024-11-02,"weekend",11,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-02,"weekend",11,"shore","ring_net_only",660.6,0.4,246.3,360.8,266.3,470.2,214,150,294,360.8,214,"BSS"
2024-11-03,"weekend",11,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-03,"weekend",11,"shore","ring_net_only",NA,NA,NA,359.3,265.2,468.3,215,150,290,359.3,215,"BSS"
2024-11-04,"weekday",10.9,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-04,"weekday",10.9,"shore","ring_net_only",NA,NA,NA,222,159.8,289.3,131,89,181,222,131,"BSS"
2024-11-05,"weekday",10.9,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-05,"weekday",10.9,"shore","ring_net_only",66.1,0.7,48.4,221.1,159.1,288.1,131,88,180,221.1,131,"BSS"
2024-11-06,"weekday",10.8,"private_boat","ring_net_only",8.6,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,"PE"
2024-11-06,"weekday",10.8,"shore","ring_net_only",139.8,0.4,60.8,220.2,158.5,286.9,130,88,179,220.2,130,"BSS"
2024-11-07,"weekday",10.8,"private_boat","ring_net_only",34.2,2,68.4,NA,NA,NA,NA,NA,NA,34.2,68.4,"PE"
2024-11-07,"weekday",10.8,"shore","ring_net_only",204.7,0.5,93.7,219.3,157.8,285.7,130,87,178,219.3,130,"BSS"
2024-11-08,"weekend",10.8,"private_boat","ring_net_only",8.5,4,34.1,NA,NA,NA,NA,NA,NA,8.5,34.1,"PE"
2024-11-08,"weekend",10.8,"shore","ring_net_only",293.7,0.9,256.3,352,259.8,458.7,208,146,284,352,208,"BSS"
2024-11-09,"weekend",10.7,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-09,"weekend",10.7,"shore","ring_net_only",178.7,0.5,92.8,350.6,258.7,456.9,209,144,280,350.6,209,"BSS"
2024-11-10,"weekend",10.7,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-10,"weekend",10.7,"shore","ring_net_only",NA,NA,NA,349.2,257.7,455.1,207,145,282,349.2,207,"BSS"
2024-11-11,"weekday",10.6,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-11,"weekday",10.6,"shore","ring_net_only",NA,NA,NA,215.8,155.3,281.2,127.5,86,176,215.8,127.5,"BSS"
2024-11-12,"weekday",10.6,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-12,"weekday",10.6,"shore","ring_net_only",NA,NA,NA,215,154.7,280.1,127,86,175,215,127,"BSS"
2024-11-13,"weekday",10.5,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-13,"weekday",10.5,"shore","ring_net_only",200,1.1,214.6,214.1,154.1,279,126,85,176,214.1,126,"BSS"
2024-11-14,"weekday",10.5,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-14,"weekday",10.5,"shore","ring_net_only",342.6,0.6,218.4,213.3,153.5,278,126,86,173,213.3,126,"BSS"
2024-11-15,"weekend",10.5,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-15,"weekend",10.5,"shore","ring_net_only",365.2,0.4,140,342.5,252.8,446.4,204,142,277,342.5,204,"BSS"
2024-11-16,"weekend",10.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-16,"weekend",10.4,"shore","ring_net_only",450.8,0.4,202,341.3,251.9,444.8,202,142,275,341.3,202,"BSS"
2024-11-17,"weekend",10.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-17,"weekend",10.4,"shore","ring_net_only",NA,NA,NA,340,251,443.2,202,142,273,340,202,"BSS"
2024-11-18,"weekday",10.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-18,"weekday",10.4,"shore","ring_net_only",NA,NA,NA,210.2,151.3,274,124,84,172,210.2,124,"BSS"
2024-11-19,"weekday",10.3,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-19,"weekday",10.3,"shore","ring_net_only",101.7,0.4,41.6,209.5,150.8,273,124,83,173,209.5,124,"BSS"
2024-11-20,"weekday",10.3,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-20,"weekday",10.3,"shore","ring_net_only",0,NA,NA,208.8,150.3,272.1,123,83,169,208.8,123,"BSS"
2024-11-21,"weekday",10.2,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-21,"weekday",10.2,"shore","ring_net_only",116.6,0.8,91.2,208.1,149.7,271.1,123,83,169,208.1,123,"BSS"
2024-11-22,"weekend",10.2,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-22,"weekend",10.2,"shore","ring_net_only",46.5,0.9,41,334.3,246.7,435.6,198,139,272,334.3,198,"BSS"
2024-11-23,"weekend",10.2,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-23,"weekend",10.2,"shore","ring_net_only",177.6,0.7,129.6,333.2,245.9,434.2,197.5,139,269,333.2,197.5,"BSS"
2024-11-24,"weekend",10.1,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-24,"weekend",10.1,"shore","ring_net_only",NA,NA,NA,332.1,245.1,432.9,197,138,269,332.1,197,"BSS"
2024-11-25,"weekday",10.1,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-25,"weekday",10.1,"shore","ring_net_only",NA,NA,NA,205.4,147.9,267.7,122,81,167,205.4,122,"BSS"
2024-11-26,"weekday",10.1,"private_boat","ring_net_only",8,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,"PE"
2024-11-26,"weekday",10.1,"shore","ring_net_only",198.9,1.5,298.4,204.8,147.4,266.9,121,82,166,204.8,121,"BSS"
2024-11-27,"weekday",10.1,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-27,"weekday",10.1,"shore","ring_net_only",251.7,0.7,180,204.2,147,266.1,121,80,167,204.2,121,"BSS"
2024-11-28,"weekday",10,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-28,"weekday",10,"shore","ring_net_only",NA,NA,NA,203.7,146.6,265.4,120,81,167,203.7,120,"BSS"
2024-11-29,"holiday",10,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-29,"holiday",10,"shore","ring_net_only",386.9,0.4,165.4,355,159,1187.3,208,93,723.1,355,208,"BSS"
2024-11-30,"weekend",10,"private_boat","ring_net_only",15.8,NA,NA,NA,NA,NA,NA,NA,NA,15.8,NA,"PE"
2024-11-30,"weekend",10,"shore","ring_net_only",930.8,0.6,513.1,326.5,241,425.5,193,137,266,326.5,193,"BSS"
2024-12-01,"weekend",10,"private_boat","all_gear",NA,NA,NA,19.6,11.5,33.1,25,11,50,19.6,25,"BSS"
2024-12-01,"weekend",10,"shore","all_gear",594.1,0.4,243.2,379.3,298.1,491.6,192,134,272,594.1,243.2,"PE"
2024-12-02,"weekday",9.9,"private_boat","all_gear",8.1,4,32.5,15,9,25.3,19,8,40,15,19,"BSS"
2024-12-02,"weekday",9.9,"shore","all_gear",NA,0,NA,177.1,140.2,228.9,90,60,129,NA,NA,"PE"
2024-12-03,"weekday",9.9,"private_boat","all_gear",16.2,0.3,5.2,15,9,25.2,19,8,40,15,19,"BSS"
2024-12-03,"weekday",9.9,"shore","all_gear",210.1,0.3,57.8,176.7,139.8,228.3,90,60,129,210.1,57.8,"PE"
2024-12-04,"weekday",9.9,"private_boat","all_gear",40.4,0.9,37.9,15,9,25.2,19,8,40,15,19,"BSS"
2024-12-04,"weekday",9.9,"shore","all_gear",232.9,0.7,158.1,176.3,139.5,227.8,89,60,129,232.9,158.1,"PE"
2024-12-05,"weekday",9.9,"private_boat","all_gear",24.2,0.4,9.6,15,9,25.1,19,8,39,15,19,"BSS"
2024-12-05,"weekday",9.9,"shore","all_gear",155,1,160,175.9,139.2,227.4,89,60,129,155,160,"PE"
2024-12-06,"weekend",9.8,"private_boat","all_gear",16.1,1.7,26.6,19.4,11.4,32.7,25,11,50,19.4,25,"BSS"
2024-12-06,"weekend",9.8,"shore","all_gear",193.3,0.7,135.4,375.2,294.8,486.2,190,131,270,193.3,135.4,"PE"
2024-12-07,"weekend",9.8,"private_boat","all_gear",16.1,0.2,3.2,19.3,11.4,32.6,25,11,51,19.3,25,"BSS"
2024-12-07,"weekend",9.8,"shore","all_gear",239.2,0.4,104.7,374.5,294.3,485.3,190,132,269,239.2,104.7,"PE"
2024-12-08,"weekend",9.8,"private_boat","all_gear",NA,NA,NA,19.3,11.4,32.6,25,11,49,19.3,25,"BSS"
2024-12-08,"weekend",9.8,"shore","all_gear",NA,NA,NA,373.8,293.8,484.5,189,132,267,NA,NA,"PE"
2024-12-09,"weekday",9.8,"private_boat","all_gear",NA,NA,NA,14.8,8.9,25,19,8,39,14.8,19,"BSS"
2024-12-09,"weekday",9.8,"shore","all_gear",NA,NA,NA,174.6,138.2,225.7,89,59,128,NA,NA,"PE"
2024-12-10,"weekday",9.8,"private_boat","all_gear",8,0.3,2.7,14.8,8.9,24.9,19,8,39,14.8,19,"BSS"
2024-12-10,"weekday",9.8,"shore","all_gear",176.6,0.4,77.3,174.4,138,225.4,89,59,129,176.6,77.3,"PE"
2024-12-11,"weekday",9.8,"private_boat","all_gear",0,0.1,0,14.8,8.9,24.9,19,8,39,14.8,19,"BSS"
2024-12-11,"weekday",9.8,"shore","all_gear",153.4,0.7,100.1,174.1,137.8,225.1,88,59,128,153.4,100.1,"PE"
2024-12-12,"weekday",9.8,"private_boat","all_gear",8,0.2,1.7,14.8,8.9,24.9,19,7,39,14.8,19,"BSS"
2024-12-12,"weekday",9.8,"shore","all_gear",298.7,0.9,279,173.9,137.7,224.8,88,60,127,298.7,279,"PE"
2024-12-13,"weekend",9.7,"private_boat","all_gear",0,2.2,0,19.1,11.3,32.4,24,11,50,19.1,24,"BSS"
2024-12-13,"weekend",9.7,"shore","all_gear",168.3,0.7,112.8,371.3,291.7,481.2,188,131,268,168.3,112.8,"PE"
2024-12-14,"weekend",9.7,"private_boat","all_gear",0,NA,NA,19.1,11.3,32.3,24,11,50,19.1,24,"BSS"
2024-12-14,"weekend",9.7,"shore","all_gear",282.8,0.6,177.6,370.9,291.5,480.7,189,131,267,282.8,177.6,"PE"
2024-12-15,"weekend",9.7,"private_boat","all_gear",15.9,NA,NA,19.1,11.3,32.3,25,11,50,19.1,25,"BSS"
2024-12-15,"weekend",9.7,"shore","all_gear",252,0.4,89.1,370.6,291.2,480.3,188,130,266,252,89.1,"PE"
2024-12-16,"weekday",9.7,"private_boat","all_gear",NA,NA,NA,14.7,8.8,24.8,19,8,39,14.7,19,"BSS"
2024-12-16,"weekday",9.7,"shore","all_gear",NA,NA,NA,173.3,137.2,224,88,59,127,NA,NA,"PE"
2024-12-17,"weekday",9.7,"private_boat","all_gear",NA,NA,NA,14.7,8.8,24.7,19,8,39,14.7,19,"BSS"
2024-12-17,"weekday",9.7,"shore","all_gear",NA,NA,NA,173.2,137.1,223.8,88,59,127,NA,NA,"PE"
2024-12-18,"weekday",9.7,"private_boat","all_gear",31.7,0.5,15.1,14.7,8.8,24.7,19,8,39,14.7,19,"BSS"
2024-12-18,"weekday",9.7,"shore","all_gear",244,0.7,158.7,173.1,137,223.7,88,59,126,244,158.7,"PE"
2024-12-19,"weekday",9.7,"private_boat","all_gear",NA,NA,NA,14.7,8.8,24.7,19,7,38,14.7,19,"BSS"
2024-12-19,"weekday",9.7,"shore","all_gear",NA,NA,NA,173,137,223.6,88,59,126,NA,NA,"PE"
2024-12-20,"weekend",9.7,"private_boat","all_gear",7.9,0.2,2,19.1,11.2,32.2,25,11,50,19.1,25,"BSS"
2024-12-20,"weekend",9.7,"shore","all_gear",167.6,0.7,109.5,369.7,290.5,479.2,187,130,264,167.6,109.5,"PE"
2024-12-21,"weekend",9.7,"private_boat","all_gear",7.9,2,15.9,19.1,11.2,32.2,25,11,49,19.1,25,"BSS"
2024-12-21,"weekend",9.7,"shore","all_gear",152.4,0.4,66.3,369.7,290.5,479.1,187,131,265,152.4,66.3,"PE"
2024-12-22,"weekend",9.7,"private_boat","all_gear",7.9,0.1,0.6,19.1,11.2,32.2,24,11,50,19.1,24,"BSS"
2024-12-22,"weekend",9.7,"shore","all_gear",144.8,0.2,22.7,369.7,290.5,479.2,187,130,265,144.8,22.7,"PE"
2024-12-23,"weekday",9.7,"private_boat","all_gear",15.9,NA,NA,14.7,8.8,24.7,19,8,38,14.7,19,"BSS"
2024-12-23,"weekday",9.7,"shore","all_gear",221,0.3,63.3,173,137,223.7,88,58,126,221,63.3,"PE"
2024-12-24,"weekday",9.7,"private_boat","all_gear",7.9,NA,NA,14.7,8.8,24.7,19,8,39,14.7,19,"BSS"
2024-12-24,"weekday",9.7,"shore","all_gear",236.3,0.7,163,173.1,137,223.7,88,59,127,236.3,163,"PE"
2024-12-25,"weekday",9.7,"private_boat","all_gear",NA,NA,NA,14.7,8.8,24.7,19,8,38,14.7,19,"BSS"
2024-12-25,"weekday",9.7,"shore","all_gear",NA,NA,NA,173.2,137.1,223.8,88,59,127,NA,NA,"PE"
2024-12-26,"weekday",9.7,"private_boat","all_gear",0,NA,NA,14.7,8.8,24.8,19,7,38,14.7,19,"BSS"
2024-12-26,"weekday",9.7,"shore","all_gear",251.9,0.4,100.3,173.3,137.2,224,88,59,127,251.9,100.3,"PE"
2024-12-27,"weekend",9.7,"private_boat","all_gear",15.9,8,127.2,19.1,11.3,32.3,24,11,49,19.1,24,"BSS"
2024-12-27,"weekend",9.7,"shore","all_gear",381.9,0.5,182.5,370.6,291.2,480.3,188,130,266,381.9,182.5,"PE"
2024-12-28,"weekend",9.7,"private_boat","all_gear",39.8,0.2,8,19.1,11.3,32.3,25,11,49,19.1,25,"BSS"
