"event_date","day_type","day_length","population","subseason","pe_crabber_hours","pe_cpue","pe_catch","bss_effort_median","bss_effort_lo95","bss_effort_hi95","bss_catch_median","bss_catch_lo95","bss_catch_hi95","combined_effort","combined_catch","method"
2024-09-22,"weekend",5.4,"shore","ring_net_only",NA,NA,NA,197.7,114.8,353.9,98,55.1,179,197.7,98,"BSS"
2024-09-23,"weekday",5.6,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-09-23,"weekday",5.6,"shore","ring_net_only",NA,NA,NA,126.1,75,219.2,87.2,49.5,158,126.1,87.2,"BSS"
2024-09-24,"weekday",5.6,"private_boat","ring_net_only",13.3,NA,NA,NA,NA,NA,NA,NA,NA,13.3,NA,"PE"
2024-09-24,"weekday",5.6,"shore","ring_net_only",212.9,0.4,82.5,125.1,74,219.8,86.9,49.6,159.5,125.1,86.9,"BSS"
2024-09-25,"weekday",5.6,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-09-25,"weekday",5.6,"shore","ring_net_only",55.4,0.9,48.2,125.7,73.7,216.4,87,49.3,156.2,125.7,87,"BSS"
2024-09-26,"weekday",5.6,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-09-26,"weekday",5.6,"shore","ring_net_only",NA,NA,NA,125.4,74.3,216,87,49.3,156.5,125.4,87,"BSS"
2024-09-27,"weekend",5.4,"private_boat","ring_net_only",21.3,0,0,NA,NA,NA,NA,NA,NA,21.3,0,"PE"
2024-09-27,"weekend",5.4,"shore","ring_net_only",138.5,0.4,59.2,198.9,115.3,355.4,98.3,54.7,178.9,198.9,98.3,"BSS"
2024-09-28,"weekend",5.4,"private_boat","ring_net_only",51,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,"PE"
2024-09-28,"weekend",5.4,"shore","ring_net_only",321.9,0.4,136.3,197.9,114.2,350.9,97.9,55.1,175.8,197.9,97.9,"BSS"
2024-09-29,"weekend",5.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-09-29,"weekend",5.4,"shore","ring_net_only",NA,NA,NA,199,114.9,359.7,99,55,181.7,199,99,"BSS"
2024-09-30,"weekday",5.6,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-09-30,"weekday",5.6,"shore","ring_net_only",NA,NA,NA,122,72.7,211.4,86.9,49.8,158.2,122,86.9,"BSS"
2024-10-01,"weekday",5.6,"private_boat","ring_net_only",31.2,NA,NA,NA,NA,NA,NA,NA,NA,31.2,NA,"PE"
2024-10-01,"weekday",5.6,"shore","ring_net_only",128,0.4,56.4,122.6,71.8,212,87.4,49.6,155.1,122.6,87.4,"BSS"
2024-10-02,"weekday",5.6,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-02,"weekday",5.6,"shore","ring_net_only",NA,NA,NA,121.6,73.5,212.8,86.5,50.4,157.3,121.6,86.5,"BSS"
2024-10-03,"weekday",5.6,"private_boat","ring_net_only",17.8,1,17.8,NA,NA,NA,NA,NA,NA,17.8,17.8,"PE"
2024-10-03,"weekday",5.6,"shore","ring_net_only",192.1,0.6,116.3,122.5,72,215.2,87,49.5,157.7,122.5,87,"BSS"
2024-10-04,"weekend",5.4,"private_boat","ring_net_only",21.3,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,"PE"
2024-10-04,"weekend",5.4,"shore","ring_net_only",118.3,0.7,78.9,192.4,114.3,333.9,98.4,56.2,175.1,192.4,98.4,"BSS"
2024-10-05,"weekend",5.4,"private_boat","ring_net_only",51.1,0.8,38.3,NA,NA,NA,NA,NA,NA,51.1,38.3,"PE"
2024-10-05,"weekend",5.4,"shore","ring_net_only",293.9,0.4,103.4,193.7,112.2,337.5,98.9,55.3,177.2,193.7,98.9,"BSS"
2024-10-06,"weekend",5.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-06,"weekend",5.4,"shore","ring_net_only",NA,NA,NA,192.7,115.2,335.5,98.3,56.2,177,192.7,98.3,"BSS"
2024-10-07,"weekday",5.6,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-07,"weekday",5.6,"shore","ring_net_only",NA,NA,NA,122.1,73.2,211.4,87.2,49.9,155.7,122.1,87.2,"BSS"
2024-10-08,"weekday",5.6,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-10-08,"weekday",5.6,"shore","ring_net_only",128.2,0.9,114.8,122.7,73.1,207.9,87.1,50.2,153.8,122.7,87.1,"BSS"
2024-10-09,"weekday",5.6,"private_boat","ring_net_only",13.4,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,"PE"
2024-10-09,"weekday",5.6,"shore","ring_net_only",124,1.2,148.1,122.1,73.1,210.3,87.1,50.3,156.4,122.1,87.1,"BSS"
2024-10-10,"weekday",5.6,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-10,"weekday",5.6,"shore","ring_net_only",NA,NA,NA,122.3,73.3,213.1,87.1,49.9,159.8,122.3,87.1,"BSS"
2024-10-11,"weekend",5.4,"private_boat","ring_net_only",12.8,1.7,21.9,NA,NA,NA,NA,NA,NA,12.8,21.9,"PE"
2024-10-11,"weekend",5.4,"shore","ring_net_only",57.2,0.7,37.8,193,114.3,336.9,98.2,55.6,176.8,193,98.2,"BSS"
2024-10-12,"weekend",5.4,"private_boat","ring_net_only",38.4,0,0,NA,NA,NA,NA,NA,NA,38.4,0,"PE"
2024-10-12,"weekend",5.4,"shore","ring_net_only",253.4,0.3,77,193.7,114.9,336.9,98.8,56.4,178.7,193.7,98.8,"BSS"
2024-10-13,"weekend",5.4,"private_boat","ring_net_only",29.9,1.1,31.9,NA,NA,NA,NA,NA,NA,29.9,31.9,"PE"
2024-10-13,"weekend",5.4,"shore","ring_net_only",261.7,0.5,118.3,194.2,114.3,341.7,98.8,56.8,178,194.2,98.8,"BSS"
2024-10-14,"weekday",5.6,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-14,"weekday",5.6,"shore","ring_net_only",NA,NA,NA,108.7,67.5,174.6,72.3,43.2,120.1,108.7,72.3,"BSS"
2024-10-15,"weekday",5.6,"private_boat","ring_net_only",8.9,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,"PE"
2024-10-15,"weekday",5.6,"shore","ring_net_only",115.6,0.6,69.6,109.2,68.3,175.2,72.6,43.6,120.4,109.2,72.6,"BSS"
2024-10-16,"weekday",5.6,"private_boat","ring_net_only",8.9,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,"PE"
2024-10-16,"weekday",5.6,"shore","ring_net_only",158.4,0.7,109.2,108.8,67.3,176.8,72.3,43.1,121.3,108.8,72.3,"BSS"
2024-10-17,"weekday",5.6,"private_boat","ring_net_only",8.9,0.8,7.3,NA,NA,NA,NA,NA,NA,8.9,7.3,"PE"
2024-10-17,"weekday",5.6,"shore","ring_net_only",184.1,0.6,111,108.8,67.3,176.3,72.6,43.3,122,108.8,72.6,"BSS"
2024-10-18,"weekend",5.4,"private_boat","ring_net_only",4.3,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,"PE"
2024-10-18,"weekend",5.4,"shore","ring_net_only",159.6,0.4,58.4,171.4,102.7,287.2,81.6,47.4,141.2,171.4,81.6,"BSS"
2024-10-19,"weekend",5.4,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-10-19,"weekend",5.4,"shore","ring_net_only",253.8,0.4,93.6,171.8,101.3,294.2,81.5,46.5,143.8,171.8,81.5,"BSS"
2024-10-20,"weekend",5.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-20,"weekend",5.4,"shore","ring_net_only",NA,NA,NA,171.5,102.1,288.3,81.7,47,142.9,171.5,81.7,"BSS"
2024-10-21,"weekday",5.6,"private_boat","ring_net_only",4.5,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,"PE"
2024-10-21,"weekday",5.6,"shore","ring_net_only",124.3,0.4,44.1,91.7,75.7,138.3,62.1,47,94.7,91.7,62.1,"BSS"
2024-10-22,"weekday",5.6,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-10-22,"weekday",5.6,"shore","ring_net_only",107.1,0.4,47.3,108.7,66.5,176.6,72,42.8,122,108.7,72,"BSS"
2024-10-23,"weekday",5.7,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-10-23,"weekday",5.7,"shore","ring_net_only",150,0.5,81.2,109.1,66.1,179.6,72.5,42.8,122.9,109.1,72.5,"BSS"
2024-10-24,"weekday",5.7,"private_boat","ring_net_only",8.9,3,26.8,NA,NA,NA,NA,NA,NA,8.9,26.8,"PE"
2024-10-24,"weekday",5.7,"shore","ring_net_only",102.9,0.7,71.8,108.8,66.9,177.6,72.1,42.9,121.5,108.8,72.1,"BSS"
2024-10-25,"weekend",5.4,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-10-25,"weekend",5.4,"shore","ring_net_only",41,3,122.9,172.4,103.5,291.2,82,47.9,141.6,172.4,82,"BSS"
2024-10-26,"weekend",5.4,"private_boat","ring_net_only",4.3,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,"PE"
2024-10-26,"weekend",5.4,"shore","ring_net_only",147.5,0.5,67.9,171.7,101.4,290.8,81.4,46.6,143.8,171.7,81.4,"BSS"
2024-10-27,"weekend",5.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-27,"weekend",5.4,"shore","ring_net_only",73.8,0.4,32.6,171.8,103.6,297,81.6,47.6,142.6,171.8,81.6,"BSS"
2024-10-28,"weekday",5.7,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-28,"weekday",5.7,"shore","ring_net_only",NA,NA,NA,101.5,58.5,171,82.5,46,145.9,101.5,82.5,"BSS"
2024-10-29,"weekday",5.7,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-29,"weekday",5.7,"shore","ring_net_only",NA,NA,NA,100.9,59.1,172.7,82.2,45.5,148.3,100.9,82.2,"BSS"
2024-10-30,"weekday",5.7,"private_boat","ring_net_only",4.5,2.4,10.7,NA,NA,NA,NA,NA,NA,4.5,10.7,"PE"
2024-10-30,"weekday",5.7,"shore","ring_net_only",77.2,0.8,59.6,101.6,59.2,172.7,82.8,45.6,147.8,101.6,82.8,"BSS"
2024-10-31,"weekday",5.7,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-10-31,"weekday",5.7,"shore","ring_net_only",51.5,0.7,34.3,101.7,58.7,173.3,82.9,46.4,150.7,101.7,82.9,"BSS"
2024-11-01,"weekend",5.4,"private_boat","ring_net_only",8.6,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,"PE"
2024-11-01,"weekend",5.4,"shore","ring_net_only",135.4,0.6,83.4,160.7,94.8,264.9,93.5,54.1,159.6,160.7,93.5,"BSS"
2024-11-02,"weekend",5.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-02,"weekend",5.4,"shore","ring_net_only",324.1,0.3,112.3,160.2,96.7,268.7,93.3,54.4,160.9,160.2,93.3,"BSS"
2024-11-03,"weekend",5.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-03,"weekend",5.4,"shore","ring_net_only",NA,NA,NA,161.2,94.6,267.6,93.3,53.2,162.2,161.2,93.3,"BSS"
2024-11-04,"weekday",5.7,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-04,"weekday",5.7,"shore","ring_net_only",NA,NA,NA,101.8,59.7,171.5,82.4,46.2,148.5,101.8,82.4,"BSS"
2024-11-05,"weekday",5.7,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-05,"weekday",5.7,"shore","ring_net_only",34.4,0.2,6.6,102,59.4,174.4,82.5,45.6,148.9,102,82.5,"BSS"
2024-11-06,"weekday",5.7,"private_boat","ring_net_only",4.5,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,"PE"
2024-11-06,"weekday",5.7,"shore","ring_net_only",73,0.5,38.8,101.6,58.9,170.9,82.8,45.7,148.5,101.6,82.8,"BSS"
2024-11-07,"weekday",5.7,"private_boat","ring_net_only",17.9,2,35.9,NA,NA,NA,NA,NA,NA,17.9,35.9,"PE"
2024-11-07,"weekday",5.7,"shore","ring_net_only",107.4,0.5,57.8,101.4,58.1,173.2,82.8,46,147.9,101.4,82.8,"BSS"
2024-11-08,"weekend",5.4,"private_boat","ring_net_only",4.3,4,17.1,NA,NA,NA,NA,NA,NA,4.3,17.1,"PE"
2024-11-08,"weekend",5.4,"shore","ring_net_only",147.8,1.2,170.7,160.6,94.6,270.9,93.3,53.5,162.3,160.6,93.3,"BSS"
2024-11-09,"weekend",5.4,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-09,"weekend",5.4,"shore","ring_net_only",90.3,0.5,49.2,158.8,119.6,217.7,92.1,66.6,130.7,158.8,92.1,"BSS"
2024-11-10,"weekend",5.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-10,"weekend",5.4,"shore","ring_net_only",NA,NA,NA,161,94.9,271.2,93.7,53,162.2,161,93.7,"BSS"
2024-11-11,"weekday",5.7,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-11,"weekday",5.7,"shore","ring_net_only",NA,NA,NA,99.7,56.9,169.7,72.2,39.9,128.1,99.7,72.2,"BSS"
2024-11-12,"weekday",5.7,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-12,"weekday",5.7,"shore","ring_net_only",NA,NA,NA,99.9,57.5,169.3,72.6,39.8,128.8,99.9,72.6,"BSS"
2024-11-13,"weekday",5.7,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-13,"weekday",5.7,"shore","ring_net_only",107.4,1.1,115.6,99.5,57,168.6,72.4,39.6,127,99.5,72.4,"BSS"
2024-11-14,"weekday",5.7,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-14,"weekday",5.7,"shore","ring_net_only",184.8,0.6,116.1,100,57.2,169.6,72.5,39.7,127.7,100,72.5,"BSS"
2024-11-15,"weekend",5.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-15,"weekend",5.4,"shore","ring_net_only",189,0.4,74.8,157.4,89,274.7,81.5,45,146,157.4,81.5,"BSS"
2024-11-16,"weekend",5.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-16,"weekend",5.4,"shore","ring_net_only",234.2,0.5,107.9,156.8,89,270.1,81.2,44.8,145.1,156.8,81.2,"BSS"
2024-11-17,"weekend",5.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-17,"weekend",5.4,"shore","ring_net_only",NA,NA,NA,157.5,87.6,272.7,81.7,44.2,143.5,157.5,81.7,"BSS"
2024-11-18,"weekday",5.7,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-18,"weekday",5.7,"shore","ring_net_only",NA,NA,NA,99.5,57.2,168.1,72.3,39.4,126.4,99.5,72.3,"BSS"
2024-11-19,"weekday",5.7,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-19,"weekday",5.7,"shore","ring_net_only",55.9,0.4,22.9,99.8,56.1,169.5,72.4,39.4,128,99.8,72.4,"BSS"
2024-11-20,"weekday",5.7,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-20,"weekday",5.7,"shore","ring_net_only",0,NA,NA,99.3,55.6,170.7,72,38.9,128.7,99.3,72,"BSS"
2024-11-21,"weekday",5.7,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-21,"weekday",5.7,"shore","ring_net_only",64.5,0.8,50.5,99.6,56.8,170,72.4,39.8,128,99.6,72.4,"BSS"
2024-11-22,"weekend",5.4,"private_boat","ring_net_only",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"PE"
2024-11-22,"weekend",5.4,"shore","ring_net_only",24.7,0.6,15.7,156.5,88.7,269.2,81.4,44.4,144.2,156.5,81.4,"BSS"
2024-11-23,"weekend",5.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-23,"weekend",5.4,"shore","ring_net_only",94.5,0.8,79.7,157.2,89.3,277.4,81.4,44.5,147.8,157.2,81.4,"BSS"
2024-11-24,"weekend",5.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-24,"weekend",5.4,"shore","ring_net_only",NA,NA,NA,157.4,88.6,276.3,81.4,44.5,147.3,157.4,81.4,"BSS"
2024-11-25,"weekday",5.7,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-25,"weekday",5.7,"shore","ring_net_only",NA,NA,NA,135.4,74.9,274.1,112.6,60.9,238.7,135.4,112.6,"BSS"
2024-11-26,"weekday",5.7,"private_boat","ring_net_only",4.5,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,"PE"
2024-11-26,"weekday",5.7,"shore","ring_net_only",111.8,1.4,155.9,135.4,74.6,273.2,113.5,58.6,237.8,135.4,113.5,"BSS"
2024-11-27,"weekday",5.7,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-27,"weekday",5.7,"shore","ring_net_only",141.9,0.8,110.2,135.2,75.2,277.7,113.4,59.7,241.6,135.2,113.4,"BSS"
2024-11-28,"weekday",5.7,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-28,"weekday",5.7,"shore","ring_net_only",NA,NA,NA,135.1,75.7,278.6,113.3,59.5,239.8,135.1,113.3,"BSS"
2024-11-29,"holiday",5.4,"private_boat","ring_net_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
2024-11-29,"holiday",5.4,"shore","ring_net_only",209.6,0.4,91.2,225.2,83.1,762.8,133.7,48.8,467.2,225.2,133.7,"BSS"
2024-11-30,"weekend",5.4,"private_boat","ring_net_only",8.6,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,"PE"
2024-11-30,"weekend",5.4,"shore","ring_net_only",505.6,0.6,280.8,212.8,119.4,445.7,127.5,69.3,269.7,212.8,127.5,"BSS"
2024-12-01,"weekend",5.4,"private_boat","all_gear",NA,NA,NA,8.5,4,18.2,33.8,15.1,76.6,8.5,33.8,"BSS"
2024-12-01,"weekend",5.4,"shore","all_gear",323.5,0.4,130.7,204,124.7,333.8,95.9,57.3,163.1,204,95.9,"BSS"
2024-12-02,"weekday",5.7,"private_boat","all_gear",4.6,4,18.5,6.4,3,13.7,26,11.5,59.5,6.4,26,"BSS"
2024-12-02,"weekday",5.7,"shore","all_gear",NA,0,NA,99.9,62.3,160.8,86.9,51.8,146.4,99.9,86.9,"BSS"
2024-12-03,"weekday",5.7,"private_boat","all_gear",9.3,0.3,3,6.4,2.9,14.5,26.3,10.9,61.7,6.4,26.3,"BSS"
2024-12-03,"weekday",5.7,"shore","all_gear",120.3,0.7,78.6,99.4,62.3,159.6,86.5,51.9,145,99.4,86.5,"BSS"
2024-12-04,"weekday",5.7,"private_boat","all_gear",23.2,0.9,21.7,6.5,2.9,14.5,26.6,11.3,62,6.5,26.6,"BSS"
2024-12-04,"weekday",5.7,"shore","all_gear",133.6,0.8,104.3,100,61.4,163,87.1,51.4,147.7,100,87.1,"BSS"
2024-12-05,"weekday",5.7,"private_boat","all_gear",13.9,0.4,5.5,6.4,2.9,13.9,26.1,11.2,59,6.4,26.1,"BSS"
2024-12-05,"weekday",5.7,"shore","all_gear",89.1,0.6,57.2,99.8,62.5,158.5,86.9,52.4,142.4,99.8,86.9,"BSS"
2024-12-06,"weekend",5.4,"private_boat","all_gear",8.9,1.7,14.6,8.3,3.7,18.6,33.1,14.2,77.7,8.3,33.1,"BSS"
2024-12-06,"weekend",5.4,"shore","all_gear",106.4,0.8,81.5,192.4,121.3,307.4,90.9,55.6,147.5,192.4,90.9,"BSS"
2024-12-07,"weekend",5.4,"private_boat","all_gear",8.9,0.2,1.8,8.4,3.8,18.5,33.5,14.4,77.8,8.4,33.5,"BSS"
2024-12-07,"weekend",5.4,"shore","all_gear",132,0.5,62.6,203.7,126,332.6,95.9,57.8,160.2,203.7,95.9,"BSS"
2024-12-08,"weekend",5.4,"private_boat","all_gear",NA,NA,NA,8.4,3.9,18.6,33.1,14.8,77.7,8.4,33.1,"BSS"
2024-12-08,"weekend",5.4,"shore","all_gear",NA,NA,NA,203.9,126,334.4,95.9,57.9,163.8,203.9,95.9,"BSS"
2024-12-09,"weekday",5.7,"private_boat","all_gear",NA,NA,NA,6.4,2.9,14.3,26.1,11.1,61.9,6.4,26.1,"BSS"
2024-12-09,"weekday",5.7,"shore","all_gear",NA,NA,NA,99.9,61.3,162.7,86.9,51.3,146.2,99.9,86.9,"BSS"
2024-12-10,"weekday",5.7,"private_boat","all_gear",4.6,0.3,1.5,6.4,2.9,14.4,26.2,11.2,62.3,6.4,26.2,"BSS"
2024-12-10,"weekday",5.7,"shore","all_gear",102.4,0.5,47,99.6,62,162.6,86.6,51.8,145.7,99.6,86.6,"BSS"
2024-12-11,"weekday",5.7,"private_boat","all_gear",0,0.1,0,6.5,3.1,14.1,26.4,11.9,58.9,6.5,26.4,"BSS"
2024-12-11,"weekday",5.7,"shore","all_gear",89.1,0.7,61.3,99,61.7,162.3,86.5,51.8,145.6,99,86.5,"BSS"
2024-12-12,"weekday",5.7,"private_boat","all_gear",4.6,0.2,1,6.4,2.9,14.4,26.2,10.9,62.6,6.4,26.2,"BSS"
2024-12-12,"weekday",5.7,"shore","all_gear",173.7,0.9,162.2,99.8,61.9,159.5,86.8,51.8,143.9,99.8,86.8,"BSS"
2024-12-13,"weekend",5.4,"private_boat","all_gear",0,2.2,0,8.4,3.9,18.9,33.3,14.6,80,8.4,33.3,"BSS"
2024-12-13,"weekend",5.4,"shore","all_gear",93.6,0.7,62.6,205,123.7,334.8,96.9,56.7,161,205,96.9,"BSS"
2024-12-14,"weekend",5.4,"private_boat","all_gear",0,NA,NA,8.4,3.8,18.6,33.3,14.6,79.3,8.4,33.3,"BSS"
2024-12-14,"weekend",5.4,"shore","all_gear",157.5,0.9,143.5,203.4,123.9,335.1,95.9,57.2,163,203.4,95.9,"BSS"
2024-12-15,"weekend",5.4,"private_boat","all_gear",8.9,NA,NA,8.4,3.8,18.3,33.3,14.5,76.5,8.4,33.3,"BSS"
2024-12-15,"weekend",5.4,"shore","all_gear",140.4,0.2,26.5,204.3,124.7,333.9,96.1,57,162.8,204.3,96.1,"BSS"
2024-12-16,"weekday",5.7,"private_boat","all_gear",NA,NA,NA,6.4,2.9,14.1,26.1,11,60.7,6.4,26.1,"BSS"
2024-12-16,"weekday",5.7,"shore","all_gear",NA,NA,NA,99.5,60.1,164.8,86.6,50.3,147.3,99.5,86.6,"BSS"
2024-12-17,"weekday",5.7,"private_boat","all_gear",NA,NA,NA,6.4,2.9,14.2,26,11,61.7,6.4,26,"BSS"
2024-12-17,"weekday",5.7,"shore","all_gear",NA,NA,NA,100.1,60.8,165.8,87.1,50.5,147.8,100.1,87.1,"BSS"
2024-12-18,"weekday",5.7,"private_boat","all_gear",18.5,0.5,8.8,6.4,2.8,14.2,26.2,10.9,61.3,6.4,26.2,"BSS"
2024-12-18,"weekday",5.7,"shore","all_gear",142.5,0.9,133.2,99.8,60.7,160.6,86.6,51.4,147.5,99.8,86.6,"BSS"
2024-12-19,"weekday",5.7,"private_boat","all_gear",NA,NA,NA,6.5,3,14.1,26.5,11.3,60.4,6.5,26.5,"BSS"
2024-12-19,"weekday",5.7,"shore","all_gear",NA,NA,NA,99.8,61.8,161,87.1,51.3,144.9,99.8,87.1,"BSS"
2024-12-20,"weekend",5.4,"private_boat","all_gear",4.4,0.2,1.1,8.5,3.9,18.6,33.4,14.5,79.3,8.5,33.4,"BSS"
2024-12-20,"weekend",5.4,"shore","all_gear",93.6,0.7,62.3,204.8,124.5,334.2,96.5,56.4,160.8,204.8,96.5,"BSS"
2024-12-21,"weekend",5.4,"private_boat","all_gear",4.4,2,8.9,8.4,3.8,18.9,33.4,14.2,79,8.4,33.4,"BSS"
